product_title,ships_from_to,grams,quality,btc_price,cost_per_gram,cost_per_gram_pure,vendor_name,successful_transactions,rating,ships_from,ships_to,ships_to_US,ships_from_US,ships_to_NL,ships_from_NL,ships_to_FR,ships_from_FR,ships_to_GB,ships_from_GB,ships_to_CA,ships_from_CA,ships_to_DE,ships_from_DE,ships_to_AU,ships_from_AU,ships_to_EU,ships_from_EU,ships_to_ES,ships_from_ES,ships_to_N. America,ships_from_N. America,ships_to_BE,ships_from_BE,ships_to_WW,ships_from_WW,ships_to_SI,ships_from_SI,ships_to_IT,ships_from_IT,ships_to_DK,ships_from_DK,ships_to_S. America,ships_from_S. America,ships_to_CH,ships_from_CH,ships_to_BR,ships_from_BR,ships_to_CZ,ships_from_CZ,ships_to_SE,ships_from_SE,ships_to_CO,ships_from_CO,ships_to_CN,ships_from_CN,ships_to_PL,ships_from_PL,ships_to_GR,ships_from_GR,usd_price,vendor_performance
7G($70/g) UNCUT PERUVIAN FISHSCALE COCAINE !!!81%!,CA  → WW,7.0,81.0,0.2217,0.03167142857,0.0391005291,BC-Best-Exports,15,5.0,CA,WW,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
7GR - COCAINE 84%,NL  → EU,7.0,84.0,0.211,0.03014285714,0.03588435374,MedicsNL,460,4.69,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
7GR -CRACK COCAINE 84%,NL  → EU,7.0,84.0,0.211,0.03014285714,0.03588435374,MedicsNL,460,4.69,NL,EU,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
7g (1/4oz) shiny flakes UNCUT 100% PURE COCAINE,US  → US,7.0,100.0,0.294,0.042,0.042,JupiterRising,8,5.0,US,US,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
7g 92% peruvian uncut FS cocaine FREE SHIPPING!,US  → US,7.0,92.0,0.1697,0.02424285714,0.02635093168,jefe1392,110,4.84,US,US,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
7g Cocaine 50% purity,GB  → GB,7.0,50.0,0.1438,0.02054285714,0.04108571429,Evosdrugstore,150,4.93,GB,GB,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
7g Cocaine 90% brick YELLOW flakes strong,"GB  → GB, WW",7.0,90.0,0.267,0.03814285714,0.04238095238,ROYAL_LONDON,110,4.7,GB,"GB, WW",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
7g Cocaine Pure Flakes 90%+,"FR  → FR, EU",7.0,90.0,0.2958,0.04225714286,0.04695238095,CocaColaFR,540,4.86,FR,"FR, EU",False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
7g Colombian Cocaine 90% ♛ Premium Quality,"NL  → EU, WW",7.0,90.0,0.199,0.02842857143,0.03158730159,Deepstatus,32,4.58,NL,"EU, WW",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
7g GRAM   90% Pure Cocaine,GB  → EU,7.0,90.0,0.223,0.03185714286,0.0353968254,Highpurity420,1150,4.94,GB,EU,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
7g Gram of 93% Peruvian Flake Cocaine 10/10 A++,"GB  → GB, WW",7.0,93.0,0.258,0.03685714286,0.03963133641,MRSMILEYS,270,4.91,GB,"GB, WW",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
7g PURE 90% Colombian Cocaine,NL  → WW,7.0,90.0,0.198,0.02828571429,0.03142857143,licious,4,5.0,NL,WW,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
7g PURE OLD SCHOOL  COCAINE 99% ++,"GB  → GB, EU",7.0,99.0,0.2054,0.02934285714,0.02963924964,WholeSALERS,210,4.72,GB,"GB, EU",False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
"7g PURE QUALITY 94% PREMIUM, COCAINE, CANADA TO CA","CA  → CA, EU",7.0,94.0,0.1749,0.02498571429,0.02658054711,kanada_kartel,60,4.95,CA,"CA, EU",False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
7g Pure 84% Fishscale Cocaine,"NL  → EU, WW",7.0,84.0,0.206,0.02942857143,0.03503401361,TheBulldog.,130,4.99,NL,"EU, WW",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
7g Pure Cocaine Very High Quality 90-95%,"GB  → GB, EU",7.0,95.0,0.2788,0.03982857143,0.04192481203,hammerhome123,1950,4.92,GB,"GB, EU",False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
7g Pure Cocaine heavyHigh A+ Quality 90-95% £360,"GB  → WW, EU",7.0,95.0,0.211,0.03014285714,0.03172932331,alisdrugstore,820,4.76,GB,"WW, EU",False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
7g Uncut Cocaine 90% Rocks GOT SALE Limited,US  → US,7.0,90.0,0.19,0.02714285714,0.03015873016,PeterDinklage,190,5.0,US,US,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
7g of the PUREST FISHSCALE COCAINE (Tested 93%,US  → US,7.0,93.0,0.235,0.03357142857,0.03609831029,MajorKey,80,4.87,US,US,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
7g's HIGH QUALITY cocaine 80%-85% pure fish scale,US  → US,7.0,80.0,0.1878,0.02682857143,0.03353571429,TheMushroomManDM,90,4.97,US,US,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
7gr High Quality Uncut Cocaine 90% Fishcale,DE  → WW,7.0,90.0,0.1984,0.02834285714,0.03149206349,German-Kartel,24,4.62,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
7gr cocaine pure 92%,FR  → WW,7.0,92.0,0.2525,0.03607142857,0.03920807453,lafrenchconnection,260,4.89,FR,WW,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
7gr | Cocaine 88% Pure | PROMO SAMPLE SALE,"NL  → WW, EU",7.0,88.0,0.1597,0.02281428571,0.02592532468,Redbull7,430,4.85,NL,"WW, EU",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
"7gs PERUVIAN""UNCUT""COCAINE 90% PURE",US  → WW,7.0,90.0,0.271,0.03871428571,0.04301587302,LuckyGambino,160,4.89,US,WW,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
7g★Pure Raw 94% Columbian Cocaine★,US  → US,7.0,94.0,0.224,0.032,0.03404255319,TheRealTrapGod,110,5.0,US,US,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
8 gr pure cocaine 92%,FR  → WW,8.0,92.0,0.309,0.038625,0.04198369565,lafrenchconnection,260,4.89,FR,WW,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
80G COCAINE (Peru) A+++ 90% Fishscale,DE  → WW,80.0,90.0,2.39,0.029875,0.03319444444,FAST-DRUG,20,5.0,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
81%+ EC Tested Cocaine Levaminsole Free 1g,US  → WW,1.0,81.0,0.0451,0.0451,0.05567901235,GiveMeSleep,7,5.0,US,WW,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
81%+ EC Tested Cocaine No Levaminsole!!! 14g,US  → WW,14.0,81.0,0.463,0.03307142857,0.04082892416,GiveMeSleep,7,5.0,US,WW,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
81%+ EC Tested Cocaine No Levaminsole!!! 28g,US  → WW,28.0,81.0,0.859,0.03067857143,0.03787477954,GiveMeSleep,7,5.0,US,WW,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
81%+ EC Tested Cocaine No Levaminsole!!! 3.5g,US  → WW,3.5,81.0,0.1244,0.03554285714,0.04388007055,GiveMeSleep,7,5.0,US,WW,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
81%+ EC Tested Cocaine No Levaminsole!!! 7g,US  → WW,7.0,81.0,0.2376,0.03394285714,0.0419047619,GiveMeSleep,7,5.0,US,WW,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
"82% Peruvian Fishscale Cocaine - Promo, USA (0.5g)",US  → US,0.5,82.0,0.02036,0.04072,0.04965853659,gofaster,15,5.0,US,US,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
"82% Peruvian Fishscale Cocaine - Promo, USA (1.0g)",US  → US,1.0,82.0,0.0384,0.0384,0.04682926829,gofaster,15,5.0,US,US,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
"82% Peruvian Fishscale Cocaine - Promo, USA (2.0g)",US  → US,2.0,82.0,0.0719,0.03595,0.04384146341,gofaster,15,5.0,US,US,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
"82% Peruvian Fishscale Cocaine - Promo, USA (3.0g)",US  → US,3.0,82.0,0.1018,0.03393333333,0.04138211382,gofaster,15,5.0,US,US,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
"82%+ Peruvian Fishscale Cocaine, Fuego! (7.0g)",US  → US,7.0,82.0,0.2349,0.03355714286,0.04092334495,gofaster,15,5.0,US,US,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
84g  92% peruvian uncut cocaine free shipping!,US  → US,84.0,92.0,1.674,0.01992857143,0.02166149068,jefe1392,110,4.84,US,US,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
86-90%+ Top Quality  Pure Cocaine 1.5g,"GB  → GB, EU",1.5,90.0,0.044,0.02933333333,0.03259259259,UK_Connoisseurs,740,4.97,GB,"GB, EU",False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
86-90%+ Top Quality  Pure Cocaine 1g,"GB  → GB, EU",1.0,90.0,0.0293,0.0293,0.03255555556,UK_Connoisseurs,740,4.97,GB,"GB, EU",False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
86-90%+ Top Quality  Pure Cocaine 2.5g,"GB  → GB, EU",2.5,90.0,0.0733,0.02932,0.03257777778,UK_Connoisseurs,740,4.97,GB,"GB, EU",False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
86-90%+ Top Quality Pure Cocaine 0.5g,"GB  → GB, EU",0.5,90.0,0.01466,0.02932,0.03257777778,UK_Connoisseurs,740,4.97,GB,"GB, EU",False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
86-90%+ Top Quality Pure Cocaine 126g ( 4.5 oz ),"GB  → GB, EU",126.0,90.0,3.14,0.02492063492,0.02768959436,UK_Connoisseurs,740,4.97,GB,"GB, EU",False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
86-90%+ Top Quality Pure Cocaine 14g,"GB  → GB, EU",14.0,90.0,0.396,0.02828571429,0.03142857143,UK_Connoisseurs,740,4.97,GB,"GB, EU",False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
86-90%+ Top Quality Pure Cocaine 28g,"GB  → GB, EU",28.0,90.0,0.777,0.02775,0.03083333333,UK_Connoisseurs,740,4.97,GB,"GB, EU",False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
86-90%+ Top Quality Pure Cocaine 3.5g,"GB  → GB, EU",3.5,90.0,0.1027,0.02934285714,0.0326031746,UK_Connoisseurs,740,4.97,GB,"GB, EU",False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
86-90%+ Top Quality Pure Cocaine 56g ( 2 oz ),"GB  → GB, EU",56.0,90.0,1.496,0.02671428571,0.02968253968,UK_Connoisseurs,740,4.97,GB,"GB, EU",False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
86-90%+ Top Quality Pure Cocaine 7g,"GB  → GB, EU",7.0,90.0,0.2054,0.02934285714,0.0326031746,UK_Connoisseurs,740,4.97,GB,"GB, EU",False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
"88%/95% Energy Control - 0,5 GR PERUVIAN COCAINE",DE  → WW,5.0,88.0,0.0201,0.00402,0.004568181818,thenotorious-de,110,4.84,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
88%/95% Energy Control - 1 GR PERUVIAN COCAINE,DE  → WW,1.0,88.0,0.03607,0.03607,0.04098863636,thenotorious-de,110,4.84,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
88%/95% Energy Control - 10 GR PERUVIAN COCAINE,DE  → WW,10.0,88.0,0.326,0.0326,0.03704545455,thenotorious-de,110,4.84,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
88%/95% Energy Control - 100 GR PERUVIAN COCAINE,DE  → WW,100.0,88.0,2.7,0.027,0.03068181818,thenotorious-de,110,4.84,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
88%/95% Energy Control - 20 GR PERUVIAN COCAINE,DE  → WW,20.0,88.0,0.618,0.0309,0.03511363636,thenotorious-de,110,4.84,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
88%/95% Energy Control - 25 GR PERUVIAN COCAINE,DE  → WW,25.0,88.0,0.747,0.02988,0.03395454545,thenotorious-de,110,4.84,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
"88%/95% Energy Control - 3,5 GR PERUVIAN COCAINE",DE  → WW,5.0,88.0,0.122,0.0244,0.02772727273,thenotorious-de,110,4.84,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
88%/95% Energy Control - 5 GR PERUVIAN COCAINE,DE  → WW,5.0,88.0,0.1706,0.03412,0.03877272727,thenotorious-de,110,4.84,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
88%/95% Energy Control - 50 GR PERUVIAN COCAINE,DE  → WW,50.0,88.0,1.453,0.02906,0.03302272727,thenotorious-de,110,4.84,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
88%/95% Energy Control - 7 GR PERUVIAN COCAINE,DE  → WW,7.0,88.0,0.235,0.03357142857,0.03814935065,thenotorious-de,110,4.84,DE,WW,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
8g Cocaine Pure Flakes 90%+,"FR  → FR, EU",8.0,90.0,0.336,0.042,0.04666666667,CocaColaFR,540,4.86,FR,"FR, EU",False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
8gr | Cocaine 88% Pure | PROMO SAMPLE SALE,"NL  → WW, EU",8.0,88.0,0.1803,0.0225375,0.02561079545,Redbull7,430,4.85,NL,"WW, EU",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
90% UNCUT COCAINE *** 1 GRAM ***,"GB  → GB, EU",1.0,90.0,0.04109,0.04109,0.04565555556,High_Nation,110,5.0,GB,"GB, EU",False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
92% Peruvian Flake Cocaine 0.5g,BE  → WW,0.5,92.0,0.02035,0.0407,0.04423913043,Foreigner,70,4.98,BE,WW,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
92% Peruvian Flake Cocaine 1g,BE  → WW,1.0,92.0,0.0402,0.0402,0.04369565217,Foreigner,70,4.98,BE,WW,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
92% Peruvian Flake Cocaine 2g,BE  → WW,2.0,92.0,0.0782,0.0391,0.0425,Foreigner,70,4.98,BE,WW,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
92% Peruvian Flake Cocaine 3g,BE  → WW,3.0,92.0,0.1159,0.03863333333,0.04199275362,Foreigner,70,4.98,BE,WW,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
92% Peruvian Flake Cocaine 5g,BE  → WW,5.0,92.0,0.1907,0.03814,0.04145652174,Foreigner,70,4.98,BE,WW,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
92% Pure Peruvian Cocaine - 0.12g TBC Sampler,"GB  → WW, EU",0.12,92.0,0.00704,0.05866666667,0.06376811594,thebestchemist,980,4.88,GB,"WW, EU",False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
92% Pure Peruvian Cocaine - 0.25g - FREE POST,"GB  → WW, EU",0.25,92.0,0.01173,0.04692,0.051,thebestchemist,980,4.88,GB,"WW, EU",False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
92% Pure Peruvian Cocaine - 1g - FREE POST,"GB  → WW, EU",1.0,92.0,0.0352,0.0352,0.03826086957,thebestchemist,980,4.88,GB,"WW, EU",False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
92% Pure Peruvian Cocaine - 2g - FREE POST,"GB  → WW, EU",2.0,92.0,0.0763,0.03815,0.0414673913,thebestchemist,980,4.88,GB,"WW, EU",False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
92% Pure Peruvian Cocaine - 3.5g - FREE POST,"GB  → WW, EU",3.5,92.0,0.1173,0.03351428571,0.03642857143,thebestchemist,980,4.88,GB,"WW, EU",False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
92% Pure Peruvian Crack Sampler 0.1g,"GB  → WW, EU",0.1,92.0,0.00704,0.0704,0.07652173913,thebestchemist,980,4.88,GB,"WW, EU",False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
92% Pure Peruvian Crack Sampler 0.25g,"GB  → WW, EU",0.25,92.0,0.0132,0.0528,0.05739130435,thebestchemist,980,4.88,GB,"WW, EU",False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
92% Pure Peruvian Crack Sampler 0.5g,"GB  → WW, EU",0.5,92.0,0.02054,0.04108,0.04465217391,thebestchemist,980,4.88,GB,"WW, EU",False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,Other
